timestamp,simple-path,time
2021-06-08 21:52:28.777,/master/welcome,276
2021-06-08 21:52:28.996,/master/welcome,173
2021-06-08 21:52:29.694,/master/sign-in,591
2021-06-08 21:52:30.943,/master/welcome,592
2021-06-08 21:52:39.62,/master/welcome,188
2021-06-08 21:52:40.316,/master/welcome,588
2021-06-08 21:52:40.613,/master/welcome,172
2021-06-08 21:52:40.834,/master/welcome,174
2021-06-08 21:52:41.542,/master/sign-in,596
2021-06-08 21:52:42.809,/master/welcome,595
2021-06-08 21:52:43.632,/manager/task/create,596
2021-06-08 21:52:45.404,/master/welcome,594
2021-06-08 21:54:56.187,/authenticated/task/list,598
2021-06-08 21:54:57.962,/authenticated/task/show,594
2021-06-08 21:54:58.634,/master/welcome,280
2021-06-08 21:54:59.344,/master/welcome,596
2021-06-08 21:54:59.593,/master/welcome,159
2021-06-08 21:54:59.782,/master/welcome,157
2021-06-08 21:55:00.49,/master/sign-in,595
2021-06-08 21:55:01.806,/master/welcome,612
2021-06-08 21:55:02.439,/master/welcome,171
2021-06-08 21:55:03.151,/master/welcome,598
