timestamp,test-class,test-method,time,description,result
2021-06-06 14:32:04.044,administrator.AdministratorConfigurationListTest,listAndShowTest,6036,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-06-06 14:32:10.367,administrator.AdministratorConfigurationListTest,listAndShowTest,6054,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-06-06 14:32:37.246,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,7770,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-06-06 14:32:45.16,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,7650,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-06-06 14:32:53.038,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,7608,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-06-06 14:33:00.891,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,7587,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-06-06 14:33:08.888,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,7744,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-06-06 14:33:16.761,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,7633,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-06-06 14:33:23.507,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6499,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-06-06 14:33:30.199,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6442,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
2021-06-06 14:33:36.989,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6524,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=null, language=English",OK
2021-06-06 14:33:43.61,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6371,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=-2, language=Español",OK
2021-06-06 14:33:50.443,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6546,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=2, language=Español",OK
2021-06-06 14:33:57.113,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6385,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=null, language=Español",OK
2021-06-06 14:34:22.115,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,listAllTest,5182,"[1] averageNumberOfJobsPerEmployer=2.00, averageNumberOfApplicationsPerWorker=1.00, averageNumberOfApplicationsPerEmployer=0.50, numberOfTasksPublic=2, numberOfTasksPrivate=2, numberOfTasksFinished=0, numberOfTasksUnfinished=4, averageWorkload=1.37, deviationWorkload=0.81, maximumWorkload=2.50, minimumWorkload=0.25, averageExecutionPeriod=0.83, deviationExecutionPeriod=1.52, maximumExecutionPeriod=3.06, minimumExecutionPeriod=0.01",OK
2021-06-06 14:37:02.21,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTest,listAndShowTest,140557,"[1] recordIndex=0, title=Trying a little test",OK
2021-06-06 14:37:06.798,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTest,listAndShowNegativeTest,4304,"[1] ",OK
2021-06-06 14:37:30.703,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6735,"[1] recordIndex=0, title=null, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:37:37.779,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6810,"[2] recordIndex=0, title=Go to Mercadona, startTime=null, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:37:44.76,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6712,"[3] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:37:51.939,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6886,"[4] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:37:59.162,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6936,"[5] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
2021-06-06 14:38:06.387,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6930,"[6] recordIndex=0, title=4kEGLCZ11in6lMnACksASkgz0qgFxAg7WNcQfPd8LY2o7XOEYseFIl3BBhmlQbMR8fJNjGiuK7AS7ynMA3FcCPB8UM, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:38:13.441,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6772,"[7] recordIndex=0, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:38:20.577,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6848,"[8] recordIndex=0, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2020/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:38:27.679,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6851,"[9] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/28 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:38:34.908,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6960,"[10] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-06 14:38:42.117,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6957,"[11] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=8KjqE4LanMbAMbJ9SD6ZmQlLqfXTrUZRtyJ0xHVVoMQt9sdi1v5gXhAPZvkM0csMUhTM1Pw910gY3eiEB6k0h7Azt5zxdW3y4NEJo0hZ1GaxnvXbD5b4qGDcj1njjW07Jc54Hq0GxrBsxyMRhvqJAU1RGqBhMGSf1fKUmi19EolIBlEJIzoXV4Tbku1apNVbtd6KxfFW3E8lhWbe3pmKiocMJ73c4EKpnEsMo2lVSAinVHKHT5OsRM27VBZ9VIqQk61m6O53KpO5tMrTjgQcRQU89ssLOxCkyURH8CHOUEX7ioJip4wibusfznx3lHZd2MI5DfKMYwGJmH2W2WAGUY3hMvyZMDBNRTTPp5xdGAtuq2IrAqFaVukBXCQu12zW1GOdznsvTeIe3qvIbADER2peIvaZ5IFBCy8imFuy6Ww3XiITedhwXjyXWzV3pTIq2cHD4fZsm4HP3p6yR43k7Ucp9q0DzWF7GEHCO3eMwLWEmROMdRxE5v6udJ44kld…, info=https://example.org/",OK
2021-06-06 14:38:49.241,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6858,"[12] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=aaaaaaaaa",OK
2021-06-06 14:38:56.251,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6761,"[13] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
2021-06-06 14:39:06.192,acme.testing.manager.task.ManagerTaskCreateTest,createPositiveIsPrivateTest,9689,"[1] recordIndex=4, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
