timestamp,test-class,test-method,time,description,result
2021-06-06 16:45:14.692,administrator.AdministratorConfigurationListTest,listAndShowTest,5835,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-06-06 16:45:20.152,administrator.AdministratorConfigurationListTest,listAndShowTest,5211,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-06-06 16:45:36.861,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6880,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-06-06 16:45:43.853,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6729,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-06-06 16:45:50.808,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6727,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-06-06 16:45:57.769,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6720,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-06-06 16:46:04.755,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6752,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-06-06 16:46:11.778,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6761,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-06-06 16:46:17.692,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5685,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-06-06 16:46:24.292,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,6365,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
