timestamp,test-class,test-method,time,description,result
2021-06-08 21:36:46.665,administrator.AdministratorConfigurationListTest,listAndShowTest,5862,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-06-08 21:36:52.085,administrator.AdministratorConfigurationListTest,listAndShowTest,5202,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-06-08 21:37:14.478,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6736,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-06-08 21:37:21.496,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6799,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-06-08 21:37:28.422,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6722,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-06-08 21:37:35.406,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6732,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-06-08 21:37:42.301,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6694,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-06-08 21:37:49.274,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6722,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-06-08 21:37:55.419,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5926,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-06-08 21:38:01.34,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5703,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
2021-06-08 21:38:07.325,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5784,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=null, language=English",OK
2021-06-08 21:38:13.32,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5794,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=-2, language=Español",OK
2021-06-08 21:38:19.369,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5814,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=2, language=Español",OK
2021-06-08 21:38:25.292,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5725,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=null, language=Español",OK
2021-06-08 21:38:45.837,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,listAllTest,4480,"[1] averageNumberOfJobsPerEmployer=2.00, averageNumberOfApplicationsPerWorker=1.00, averageNumberOfApplicationsPerEmployer=0.50, numberOfTasksPublic=2, numberOfTasksPrivate=2, numberOfTasksFinished=0, numberOfTasksUnfinished=4, averageWorkload=1.37, deviationWorkload=0.81, maximumWorkload=2.50, minimumWorkload=0.25, averageExecutionPeriod=0.83, deviationExecutionPeriod=1.52, maximumExecutionPeriod=3.06, minimumExecutionPeriod=0.01",OK
2021-06-08 21:41:22.366,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTest,listAndShowTest,139168,"[1] recordIndex=0, title=Trying a little test",OK
2021-06-08 21:41:26.305,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTest,listAndShowNegativeTest,3718,"[1] ",OK
2021-06-08 21:41:48.357,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5979,"[1] recordIndex=0, title=null, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:41:54.529,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5961,"[2] recordIndex=0, title=Go to Mercadona, startTime=null, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:00.69,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5945,"[3] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:06.852,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5956,"[4] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:12.966,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5911,"[5] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
2021-06-08 21:42:19.16,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5966,"[6] recordIndex=0, title=4kEGLCZ11in6lMnACksASkgz0qgFxAg7WNcQfPd8LY2o7XOEYseFIl3BBhmlQbMR8fJNjGiuK7AS7ynMA3FcCPB8UM, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:25.36,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5982,"[7] recordIndex=0, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:31.486,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5896,"[8] recordIndex=0, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2020/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:37.655,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5965,"[9] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/28 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:43.86,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6001,"[10] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:42:50.051,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5989,"[11] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=8KjqE4LanMbAMbJ9SD6ZmQlLqfXTrUZRtyJ0xHVVoMQt9sdi1v5gXhAPZvkM0csMUhTM1Pw910gY3eiEB6k0h7Azt5zxdW3y4NEJo0hZ1GaxnvXbD5b4qGDcj1njjW07Jc54Hq0GxrBsxyMRhvqJAU1RGqBhMGSf1fKUmi19EolIBlEJIzoXV4Tbku1apNVbtd6KxfFW3E8lhWbe3pmKiocMJ73c4EKpnEsMo2lVSAinVHKHT5OsRM27VBZ9VIqQk61m6O53KpO5tMrTjgQcRQU89ssLOxCkyURH8CHOUEX7ioJip4wibusfznx3lHZd2MI5DfKMYwGJmH2W2WAGUY3hMvyZMDBNRTTPp5xdGAtuq2IrAqFaVukBXCQu12zW1GOdznsvTeIe3qvIbADER2peIvaZ5IFBCy8imFuy6Ww3XiITedhwXjyXWzV3pTIq2cHD4fZsm4HP3p6yR43k7Ucp9q0DzWF7GEHCO3eMwLWEmROMdRxE5v6udJ44kld…, info=https://example.org/",OK
2021-06-08 21:42:56.287,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6015,"[12] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=aaaaaaaaa",OK
2021-06-08 21:43:02.349,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5866,"[13] recordIndex=0, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
2021-06-08 21:43:11.027,acme.testing.manager.task.ManagerTaskCreateTest,createPositiveIsPrivateTest,8458,"[1] recordIndex=4, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:43:20.132,acme.testing.manager.task.ManagerTaskCreateTest,createPositiveIsPublicTest,8893,"[1] recordIndex=4, title=Go to Mercadona, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:43:40.953,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5630,"[1] recordIndex=0",OK
2021-06-08 21:43:46.786,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5635,"[2] recordIndex=0",OK
2021-06-08 21:43:52.71,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5718,"[3] recordIndex=0",OK
2021-06-08 21:43:58.54,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTest,5624,"[4] recordIndex=0",OK
2021-06-08 21:44:17.723,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,3547,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2021/06/30 11:20, endTime=2021/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/",Expected value '2021/06/30 11:20' in attribute 1 of record 0, but found '2022/06/30 11:20'
2021-06-08 21:44:21.426,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,3474,"[2] recordIndex=1, title=Do the dishes, startTime=2021/06/28 12:00, endTime=2021/06/28 12:15, workload=0.25, description=I don't want to..., info=https://www.bosch-home.es/",Expected value '2021/06/28 12:00' in attribute 1 of record 1, but found '2022/06/28 12:00'
2021-06-08 21:44:25.122,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,3499,"[3] recordIndex=2, title=Study biology, startTime=2021/06/10 11:30, endTime=2021/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null",Expected value '2021/06/10 11:30' in attribute 1 of record 2, but found '2022/06/10 11:30'
2021-06-08 21:44:28.784,acme.testing.manager.task.ManagerTaskListAndShowTest,listAllTest,3462,"[4] recordIndex=3, title=Do excercice, startTime=2021/06/08 14:00, endTime=2021/06/08 16:00, workload=1.59, description=Getting power!, info=null",Expected value '2021/06/08 14:00' in attribute 1 of record 3, but found '2022/06/08 14:00'
2021-06-08 21:44:55.12,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositiveTest,9622,"[1] recordIndex=3, title=Ir al Lidl, startTime=2021/07/10 11:00, endTime=2021/07/10 13:00, workload=0.15, description=compra los ingredientes especiales de la semana italiana, info=https://www.lidl.es/",OK
2021-06-08 21:45:01.827,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,6493,"[1] recordIndex=3, title=null, startTime=2021/06/29 11:00, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 21:45:34.029,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegativeTest,32005,"[2] recordIndex=3, title=Go to Mercadona, startTime=null, endTime=2021/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",Timeout waiting for action to complete
