timestamp,test-class,test-method,time,description,result
2021-06-08 22:01:54.019,administrator.AdministratorConfigurationListTest,listAndShowTest,7925,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-06-08 22:02:00.695,administrator.AdministratorConfigurationListTest,listAndShowTest,6194,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-06-08 22:02:24.333,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6806,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-06-08 22:02:31.295,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6761,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-06-08 22:02:38.226,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6724,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-06-08 22:02:45.132,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6694,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-06-08 22:02:52.24,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6905,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-06-08 22:02:59.183,administrator.AdministratorConfigurationUpdateTest,updatePositiveTest,6726,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-06-08 22:03:05.168,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5783,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-06-08 22:03:11.118,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5715,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
2021-06-08 22:03:17.046,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5723,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=null, language=English",OK
2021-06-08 22:03:23.072,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5828,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=-2, language=Español",OK
2021-06-08 22:03:29.0,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5706,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=2, language=Español",OK
2021-06-08 22:03:34.943,administrator.AdministratorConfigurationUpdateTest,updateNegativeTest,5740,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=null, language=Español",OK
2021-06-08 22:03:56.571,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,listAllTest,4434,"[1] averageNumberOfJobsPerEmployer=2.00, averageNumberOfApplicationsPerWorker=1.00, averageNumberOfApplicationsPerEmployer=0.50, numberOfTasksPublic=2, numberOfTasksPrivate=2, numberOfTasksFinished=0, numberOfTasksUnfinished=4, averageWorkload=1.37, deviationWorkload=0.81, maximumWorkload=2.50, minimumWorkload=0.25, averageExecutionPeriod=0.83, deviationExecutionPeriod=1.52, maximumExecutionPeriod=3.06, minimumExecutionPeriod=0.01",OK
2021-06-08 22:06:30.732,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTest,listAndShowTest,138642,"[1] recordIndex=0, title=Trying a little test",OK
2021-06-08 22:06:34.455,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTest,listAndShowNegativeTest,3515,"[1] ",OK
2021-06-08 22:06:56.016,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6015,"[1] recordIndex=0, title=null, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:02.155,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5920,"[2] recordIndex=0, title=Go to Mercadona, startTime=null, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:08.349,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5993,"[3] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:14.515,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5962,"[4] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:20.668,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5942,"[5] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
2021-06-08 22:07:26.837,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,5964,"[6] recordIndex=0, title=4kEGLCZ11in6lMnACksASkgz0qgFxAg7WNcQfPd8LY2o7XOEYseFIl3BBhmlQbMR8fJNjGiuK7AS7ynMA3FcCPB8UM, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:33.781,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,6746,"[7] recordIndex=0, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:41.945,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,7696,"[8] recordIndex=0, title=Go to Mercadona, startTime=2020/06/29 11:00, endTime=2020/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:50.199,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,7714,"[9] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/28 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:07:58.466,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,7770,"[10] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-06-08 22:08:06.833,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,7906,"[11] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=8KjqE4LanMbAMbJ9SD6ZmQlLqfXTrUZRtyJ0xHVVoMQt9sdi1v5gXhAPZvkM0csMUhTM1Pw910gY3eiEB6k0h7Azt5zxdW3y4NEJo0hZ1GaxnvXbD5b4qGDcj1njjW07Jc54Hq0GxrBsxyMRhvqJAU1RGqBhMGSf1fKUmi19EolIBlEJIzoXV4Tbku1apNVbtd6KxfFW3E8lhWbe3pmKiocMJ73c4EKpnEsMo2lVSAinVHKHT5OsRM27VBZ9VIqQk61m6O53KpO5tMrTjgQcRQU89ssLOxCkyURH8CHOUEX7ioJip4wibusfznx3lHZd2MI5DfKMYwGJmH2W2WAGUY3hMvyZMDBNRTTPp5xdGAtuq2IrAqFaVukBXCQu12zW1GOdznsvTeIe3qvIbADER2peIvaZ5IFBCy8imFuy6Ww3XiITedhwXjyXWzV3pTIq2cHD4fZsm4HP3p6yR43k7Ucp9q0DzWF7GEHCO3eMwLWEmROMdRxE5v6udJ44kld…, info=https://example.org/",OK
2021-06-08 22:08:14.787,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,7453,"[12] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=aaaaaaaaa",OK
2021-06-08 22:08:23.018,acme.testing.manager.task.ManagerTaskCreateTest,createNegativeTest,7716,"[13] recordIndex=0, title=Go to Mercadona, startTime=2022/06/29 11:00, endTime=2022/06/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
