timestamp,simple-path,time
2021-06-06 14:31:43.051,/master/welcome,455
2021-06-06 14:31:43.329,/master/welcome,218
2021-06-06 14:31:44.12,/master/sign-in,622
2021-06-06 14:31:45.659,/master/welcome,627
2021-06-06 14:31:56.872,/master/welcome,252
2021-06-06 14:31:57.627,/master/welcome,615
2021-06-06 14:31:58.008,/master/welcome,235
2021-06-06 14:31:58.256,/master/welcome,202
2021-06-06 14:31:59.026,/master/sign-in,631
2021-06-06 14:32:00.514,/master/welcome,641
2021-06-06 14:32:01.42,/administrator/configuration/list,626
2021-06-06 14:32:02.679,/administrator/configuration/show,644
2021-06-06 14:32:03.256,/master/welcome,221
2021-06-06 14:32:04.011,/master/welcome,614
2021-06-06 14:32:04.312,/master/welcome,208
2021-06-06 14:32:04.56,/master/welcome,217
2021-06-06 14:32:05.345,/master/sign-in,644
2021-06-06 14:32:06.875,/master/welcome,626
2021-06-06 14:32:07.816,/administrator/configuration/list,630
2021-06-06 14:32:08.972,/administrator/configuration/show,632
2021-06-06 14:32:09.539,/master/welcome,235
2021-06-06 14:32:10.324,/master/welcome,643
2021-06-06 14:32:15.545,/master/welcome,431
2021-06-06 14:32:15.926,/master/welcome,324
2021-06-06 14:32:16.692,/master/sign-in,626
2021-06-06 14:32:18.136,/master/welcome,631
2021-06-06 14:32:28.342,/master/welcome,267
2021-06-06 14:32:29.156,/master/welcome,640
2021-06-06 14:32:29.475,/master/welcome,198
2021-06-06 14:32:29.716,/master/welcome,202
2021-06-06 14:32:30.515,/master/sign-in,622
2021-06-06 14:32:31.989,/master/welcome,642
2021-06-06 14:32:32.926,/administrator/configuration/list,624
2021-06-06 14:32:33.813,/administrator/configuration/show,648
2021-06-06 14:32:34.959,/administrator/configuration/list,623
2021-06-06 14:32:35.826,/administrator/configuration/show,630
2021-06-06 14:32:36.45,/master/welcome,253
2021-06-06 14:32:37.213,/master/welcome,624
2021-06-06 14:32:37.509,/master/welcome,204
2021-06-06 14:32:37.743,/master/welcome,203
2021-06-06 14:32:38.55,/master/sign-in,663
2021-06-06 14:32:40.014,/master/welcome,627
2021-06-06 14:32:40.91,/administrator/configuration/list,632
2021-06-06 14:32:41.789,/administrator/configuration/show,642
2021-06-06 14:32:42.854,/administrator/configuration/list,608
2021-06-06 14:32:43.781,/administrator/configuration/show,644
2021-06-06 14:32:44.356,/master/welcome,241
2021-06-06 14:32:45.129,/master/welcome,631
2021-06-06 14:32:45.428,/master/welcome,220
2021-06-06 14:32:45.703,/master/welcome,226
2021-06-06 14:32:46.461,/master/sign-in,612
2021-06-06 14:32:47.939,/master/welcome,622
2021-06-06 14:32:48.836,/administrator/configuration/list,629
